target_id	length	eff_length	est_counts	tpm
gi|424037187|ref|NR_073460.1|	725	476.238	320.991	54044.1
gi|424037186|ref|NR_073459.1|	746	497.238	0.0092281	1.48809
gi|209977002|ref|NM_001136213.1|	2037	1788.24	453	20312
gi|52546690|ref|NM_001005239.1|	981	732.238	213	23324.2
gi|51093856|ref|NM_014406.4|	2065	1816.24	389	17173.4
gi|40445391|ref|NR_001591.1|	1483	1234.24	314	20399.1
gi|338970360|ref|NR_040115.1|	1539	1290.24	318	19762.3
gi|103471990|ref|NM_175878.3|	1700	1451.24	358	19779.9
gi|151301122|ref|NR_003607.1|	1381	1132.24	274	19404.1
gi|83716020|ref|NM_001037814.1|	2630	2381.24	517	17408.8
gi|168229201|ref|NR_015352.1|	2726	2477.24	502	16248.6
gi|411147377|ref|NM_014339.6|	8608	8359.24	1561	14973.3
gi|251823729|ref|NM_001163079.1|	3979	3730.24	706.448	15185.3
gi|251823728|ref|NM_031890.3|	5043	4794.24	1138.55	19042
gi|51093854|ref|NM_017829.5|	1734	1485.24	418.403	22588.1
gi|51093855|ref|NM_033070.2|	1809	1560.24	328.597	16887
gi|213512664|ref|NR_024483.1|	650	401.238	184.287	36827.6
gi|213512645|ref|NR_024482.1|	356	107.238	64.7129	48386.2
gi|29029551|ref|NM_177405.1|	3071	2822.24	645.535	18340.3
gi|29029549|ref|NM_017424.2|	3947	3698.24	784.465	17008.2
gi|345525396|ref|NR_038398.2|	1915	1666.24	432	20788.7
gi|270132321|ref|NM_031413.3|	5760	5511.24	1167	16978.6
gi|13899341|ref|NM_031481.1|	2087	1838.24	456	19890.4
gi|87159815|ref|NM_001039366.1|	1340	1091.24	244.157	17940.3
gi|87159817|ref|NM_001039367.1|	1316	1067.24	225.108	16912.6
gi|87159814|ref|NM_001696.3|	1406	1157.24	464.735	32200.5
gi|398707252|ref|NM_015367.3|	5132	4883.24	2042.81	33542.9
gi|398775379|ref|NM_001270731.1|	5062	4813.24	845.732	14088.9
gi|398775908|ref|NM_001270734.1|	4918	4669.24	464.364	7974.31
gi|398775088|ref|NM_001270729.1|	4975	4726.24	1249.15	21192.4
gi|398775598|ref|NM_001270732.1|	4905	4656.24	689.812	11878.9
gi|398777064|ref|NM_001270735.1|	4761	4512.24	873.822	15527.9
gi|398774965|ref|NM_001270728.1|	4797	4548.24	776.304	13685.8
gi|398774578|ref|NM_001270726.1|	4961	4712.24	1123.82	19122.7
gi|398774790|ref|NM_001270727.1|	4817	4568.24	737.785	12949.7
gi|398775209|ref|NM_001270730.1|	4804	4555.24	658.709	11594.8
gi|398776358|ref|NR_073068.1|	4730	4481.24	1118.81	20018.8
gi|398776655|ref|NR_073069.1|	4713	4464.24	1198.89	21533.3
gi|398774358|ref|NM_001270733.1|	4347	4098.24	803.995	15730.3
gi|347300409|ref|NM_001244567.1|	2128	1879.24	387.391	16529.1
gi|347300417|ref|NM_001244570.1|	1936	1687.24	381.791	18143.9
gi|347300412|ref|NM_197967.2|	2147	1898.24	354.741	14984.5
gi|347300415|ref|NM_001244569.1|	2006	1757.24	348.899	15920.2
gi|347300411|ref|NM_001196.3|	2217	1968.24	539.634	21983.7
gi|347300422|ref|NM_001244572.1|	2254	2005.24	477.884	19109
gi|347300421|ref|NM_197966.2|	2535	2286.24	564.66	19803.7
gi|301171814|ref|NR_036168.1|	80	17.7143	9	40738
gi|209862788|ref|NM_015241.2|	9471	9222.24	1960.93	17049.2
gi|170172517|ref|NM_001122731.1|	3384	3135.24	724.021	18516.6
gi|209862792|ref|NM_001136004.1|	8091	7842.24	1621.05	16574.4
