target_id	length	eff_length	est_counts	tpm
gi|424037187|ref|NR_073460.1|	725	476.666	370.991	52669.9
gi|424037186|ref|NR_073459.1|	746	497.666	0.00933777	1.26975
gi|209977002|ref|NM_001136213.1|	2037	1788.67	472	17857.7
gi|52546690|ref|NM_001005239.1|	981	732.666	186	17179.9
gi|51093856|ref|NM_014406.4|	2065	1816.67	408	15198.4
gi|40445391|ref|NR_001591.1|	1483	1234.67	275	15072.9
gi|338970360|ref|NR_040115.1|	1539	1290.67	225	11797.3
gi|103471990|ref|NM_175878.3|	1700	1451.67	294	13705.5
gi|151301122|ref|NR_003607.1|	1381	1132.67	268	16012
gi|83716020|ref|NM_001037814.1|	2630	2381.67	519	14746.9
gi|168229201|ref|NR_015352.1|	2726	2477.67	517	14120.9
gi|411147377|ref|NM_014339.6|	8608	8359.67	1890	15299.8
gi|251823729|ref|NM_001163079.1|	3979	3730.67	714.633	12963.1
gi|251823728|ref|NM_031890.3|	5043	4794.67	1120.37	15813
gi|51093854|ref|NM_017829.5|	1734	1485.67	298.726	13607.1
gi|51093855|ref|NM_033070.2|	1809	1560.67	322.274	13974.3
gi|213512664|ref|NR_024483.1|	650	401.666	201.183	33895.3
gi|213512645|ref|NR_024482.1|	356	107.666	70.8174	44512
gi|29029551|ref|NM_177405.1|	3071	2822.67	604.268	14487.2
gi|29029549|ref|NM_017424.2|	3947	3698.67	669.732	12253.8
gi|345525396|ref|NR_038398.2|	1915	1666.67	409	16606.9
gi|270132321|ref|NM_031413.3|	5760	5511.67	1136	13947.9
gi|13899341|ref|NM_031481.1|	2087	1838.67	399	14685.3
gi|87159815|ref|NM_001039366.1|	1340	1091.67	220.457	13666.2
gi|87159817|ref|NM_001039367.1|	1316	1067.67	235.496	14926.6
gi|87159814|ref|NM_001696.3|	1406	1157.67	338.046	19760.9
gi|398707252|ref|NM_015367.3|	5132	4883.67	1620.35	22453.1
gi|398775379|ref|NM_001270731.1|	5062	4813.67	1159.25	16297.3
gi|398775908|ref|NM_001270734.1|	4918	4669.67	335.914	4868.06
gi|398775088|ref|NM_001270729.1|	4975	4726.67	1122.35	16069
gi|398775598|ref|NM_001270732.1|	4905	4656.67	901.239	13097.2
gi|398777064|ref|NM_001270735.1|	4761	4512.67	755.977	11336.8
gi|398774965|ref|NM_001270728.1|	4797	4548.67	561.309	8350.87
gi|398774578|ref|NM_001270726.1|	4961	4712.67	1136.17	16315.1
gi|398774790|ref|NM_001270727.1|	4817	4568.67	830.873	12307.2
gi|398775209|ref|NM_001270730.1|	4804	4555.67	775.131	11514.3
gi|398776358|ref|NR_073068.1|	4730	4481.67	1302.85	19672.9
gi|398776655|ref|NR_073069.1|	4713	4464.67	1248.23	18919.9
gi|398774358|ref|NM_001270733.1|	4347	4098.67	692.35	11431.3
gi|347300409|ref|NM_001244567.1|	2128	1879.67	450.294	16211.7
gi|347300417|ref|NM_001244570.1|	1936	1687.67	366.299	14688
gi|347300412|ref|NM_197967.2|	2147	1898.67	495.589	17663.9
gi|347300415|ref|NM_001244569.1|	2006	1757.67	276.01	10626.8
gi|347300411|ref|NM_001196.3|	2217	1968.67	424.871	14604.9
gi|347300422|ref|NM_001244572.1|	2254	2005.67	321.859	10859.8
gi|347300421|ref|NM_197966.2|	2535	2286.67	600.078	17759
gi|301171814|ref|NR_036168.1|	80	7.2963	23	213324
gi|209862788|ref|NM_015241.2|	9471	9222.67	1736.84	12744.3
gi|170172517|ref|NM_001122731.1|	3384	3135.67	767.976	16574.1
gi|209862792|ref|NM_001136004.1|	8091	7842.67	1570.18	13548.8
