target_id	length	eff_length	est_counts	tpm
gi|424037187|ref|NR_073460.1|	725	476.376	260.991	45705.7
gi|424037186|ref|NR_073459.1|	746	497.376	0.00912081	1.52983
gi|209977002|ref|NM_001136213.1|	2037	1788.38	357	16653.5
gi|52546690|ref|NM_001005239.1|	981	732.376	216	24604.5
gi|51093856|ref|NM_014406.4|	2065	1816.38	409	18785.1
gi|40445391|ref|NR_001591.1|	1483	1234.38	314	21221.6
gi|338970360|ref|NR_040115.1|	1539	1290.38	322	20817.8
gi|103471990|ref|NM_175878.3|	1700	1451.38	391	22474.6
gi|151301122|ref|NR_003607.1|	1381	1132.38	304	22396.4
gi|83716020|ref|NM_001037814.1|	2630	2381.38	581	20353.7
gi|168229201|ref|NR_015352.1|	2726	2477.38	564	18992.5
gi|411147377|ref|NM_014339.6|	8608	8359.38	1594	15907.8
gi|251823729|ref|NM_001163079.1|	3979	3730.38	866.234	19372.2
gi|251823728|ref|NM_031890.3|	5043	4794.38	857.766	14925.6
gi|51093854|ref|NM_017829.5|	1734	1485.38	285.662	16044
gi|51093855|ref|NM_033070.2|	1809	1560.38	353.338	18891
gi|213512664|ref|NR_024483.1|	650	401.376	134.996	28058.5
gi|213512645|ref|NR_024482.1|	356	107.376	68.004	52834.9
gi|29029551|ref|NM_177405.1|	3071	2822.38	665.452	19669.7
gi|29029549|ref|NM_017424.2|	3947	3698.38	839.548	18937.8
gi|345525396|ref|NR_038398.2|	1915	1666.38	454	22728.9
gi|270132321|ref|NM_031413.3|	5760	5511.38	1183	17906.9
gi|13899341|ref|NM_031481.1|	2087	1838.38	411	18651
gi|87159815|ref|NM_001039366.1|	1340	1091.38	237.223	18133.3
gi|87159817|ref|NM_001039367.1|	1316	1067.38	196.569	15363.6
gi|87159814|ref|NM_001696.3|	1406	1157.38	345.208	24883
gi|398707252|ref|NM_015367.3|	5132	4883.38	1809.71	30916.1
gi|398775379|ref|NM_001270731.1|	5062	4813.38	843.337	14616.6
gi|398775908|ref|NM_001270734.1|	4918	4669.38	398.785	7124.86
gi|398775088|ref|NM_001270729.1|	4975	4726.38	1552.24	27398.4
gi|398775598|ref|NM_001270732.1|	4905	4656.38	750.422	13444.8
gi|398777064|ref|NM_001270735.1|	4761	4512.38	994.637	18388.9
gi|398774965|ref|NM_001270728.1|	4797	4548.38	924.725	16961
gi|398774578|ref|NM_001270726.1|	4961	4712.38	908.762	16088.1
gi|398774790|ref|NM_001270727.1|	4817	4568.38	807.406	14744.4
gi|398775209|ref|NM_001270730.1|	4804	4555.38	705.301	12916.5
gi|398776358|ref|NR_073068.1|	4730	4481.38	1042.27	19402.8
gi|398776655|ref|NR_073069.1|	4713	4464.38	1169.17	21848
gi|398774358|ref|NM_001270733.1|	4347	4098.38	773.236	15739.7
gi|347300409|ref|NM_001244567.1|	2128	1879.38	339.479	15069.4
gi|347300417|ref|NM_001244570.1|	1936	1687.38	401.664	19858.5
gi|347300412|ref|NM_197967.2|	2147	1898.38	590.703	25958.7
gi|347300415|ref|NM_001244569.1|	2006	1757.38	289.599	13747.6
gi|347300411|ref|NM_001196.3|	2217	1968.38	489.747	20756.7
gi|347300422|ref|NM_001244572.1|	2254	2005.38	523.189	21765
gi|347300421|ref|NM_197966.2|	2535	2286.38	525.619	19178.7
gi|301171814|ref|NR_036168.1|	80	17.7778	6	28155.9
gi|209862788|ref|NM_015241.2|	9471	9222.38	1838.58	16631.6
gi|170172517|ref|NM_001122731.1|	3384	3135.38	672.218	17886.1
gi|209862792|ref|NM_001136004.1|	8091	7842.38	1606.21	17086.3
