target_id	length	eff_length	est_counts	tpm
gi|424037187|ref|NR_073460.1|	725	476.57	329.991	46745.4
gi|424037186|ref|NR_073459.1|	746	497.57	0.00923062	1.25239
gi|209977002|ref|NM_001136213.1|	2037	1788.57	363	13701.4
gi|52546690|ref|NM_001005239.1|	981	732.57	194	17877.9
gi|51093856|ref|NM_014406.4|	2065	1816.57	423	15720
gi|40445391|ref|NR_001591.1|	1483	1234.57	285	15584.5
gi|338970360|ref|NR_040115.1|	1539	1290.57	334	17471.4
gi|103471990|ref|NM_175878.3|	1700	1451.57	369	17161.4
gi|151301122|ref|NR_003607.1|	1381	1132.57	247	14723
gi|83716020|ref|NM_001037814.1|	2630	2381.57	587	16639.4
gi|168229201|ref|NR_015352.1|	2726	2477.57	510	13896.6
gi|411147377|ref|NM_014339.6|	8608	8359.57	1647	13300.7
gi|251823729|ref|NM_001163079.1|	3979	3730.57	834.523	15101.7
gi|251823728|ref|NM_031890.3|	5043	4794.57	1072.48	15100.9
gi|51093854|ref|NM_017829.5|	1734	1485.57	284.238	12916.7
gi|51093855|ref|NM_033070.2|	1809	1560.57	396.762	17163.7
gi|213512664|ref|NR_024483.1|	650	401.57	148.877	25028.2
gi|213512645|ref|NR_024482.1|	356	107.57	47.1235	29574.1
gi|29029551|ref|NM_177405.1|	3071	2822.57	642.732	15372.7
gi|29029549|ref|NM_017424.2|	3947	3698.57	719.268	13128.7
gi|345525396|ref|NR_038398.2|	1915	1666.57	333	13489.1
gi|270132321|ref|NM_031413.3|	5760	5511.57	1145	14024.7
gi|13899341|ref|NM_031481.1|	2087	1838.57	373	13696
gi|87159815|ref|NM_001039366.1|	1340	1091.57	246.515	15246
gi|87159817|ref|NM_001039367.1|	1316	1067.57	237.978	15048.9
gi|87159814|ref|NM_001696.3|	1406	1157.57	401.507	23415.8
gi|398707252|ref|NM_015367.3|	5132	4883.57	2155.54	29797.6
gi|398775379|ref|NM_001270731.1|	5062	4813.57	900.156	12624.5
gi|398775908|ref|NM_001270734.1|	4918	4669.57	537.234	7766.95
gi|398775088|ref|NM_001270729.1|	4975	4726.57	1138.15	16256.2
gi|398775598|ref|NM_001270732.1|	4905	4656.57	861.043	12483.1
gi|398777064|ref|NM_001270735.1|	4761	4512.57	597.453	8938.06
gi|398774965|ref|NM_001270728.1|	4797	4548.57	805.404	11953.7
gi|398774578|ref|NM_001270726.1|	4961	4712.57	920.656	13188.7
gi|398774790|ref|NM_001270727.1|	4817	4568.57	760.192	11233.3
gi|398775209|ref|NM_001270730.1|	4804	4555.57	647.028	9588.35
gi|398776358|ref|NR_073068.1|	4730	4481.57	965.227	14539.9
gi|398776655|ref|NR_073069.1|	4713	4464.57	968.758	14648.7
gi|398774358|ref|NM_001270733.1|	4347	4098.57	980.155	16144.5
gi|347300409|ref|NM_001244567.1|	2128	1879.57	256.204	9202.17
gi|347300417|ref|NM_001244570.1|	1936	1687.57	378.681	15148.7
gi|347300412|ref|NM_197967.2|	2147	1898.57	425.871	15143.1
gi|347300415|ref|NM_001244569.1|	2006	1757.57	328.323	12611.1
gi|347300411|ref|NM_001196.3|	2217	1968.57	577.643	19809.4
gi|347300422|ref|NM_001244572.1|	2254	2005.57	463.36	15597.1
gi|347300421|ref|NM_197966.2|	2535	2286.57	540.919	15970.2
gi|301171814|ref|NR_036168.1|	80	4.89474	17	234468
gi|209862788|ref|NM_015241.2|	9471	9222.57	1887.38	13815.6
gi|170172517|ref|NM_001122731.1|	3384	3135.57	649.717	13988.5
gi|209862792|ref|NM_001136004.1|	8091	7842.57	1620.9	13952.8
