target_id	length	eff_length	est_counts	tpm
gi|424037187|ref|NR_073460.1|	725	476.5	321.991	25309.8
gi|424037186|ref|NR_073459.1|	746	497.5	0.00884933	0.666232
gi|209977002|ref|NM_001136213.1|	2037	1788.5	495	10366.3
gi|52546690|ref|NM_001005239.1|	981	732.5	205	10482.2
gi|51093856|ref|NM_014406.4|	2065	1816.5	389	8020.89
gi|40445391|ref|NR_001591.1|	1483	1234.5	298	9041.35
gi|338970360|ref|NR_040115.1|	1539	1290.5	307	8910.22
gi|103471990|ref|NM_175878.3|	1700	1451.5	346	8928.27
gi|151301122|ref|NR_003607.1|	1381	1132.5	308	10186.4
gi|83716020|ref|NM_001037814.1|	2630	2381.5	578	9090.45
gi|168229201|ref|NR_015352.1|	2726	2477.5	474	7165.93
gi|411147377|ref|NM_014339.6|	8608	8359.5	1792	8029.08
gi|251823729|ref|NM_001163079.1|	3979	3730.5	949.8	9536.15
gi|251823728|ref|NM_031890.3|	5043	4794.5	889.2	6946.47
gi|51093854|ref|NM_017829.5|	1734	1485.5	273.253	6889.7
gi|51093855|ref|NM_033070.2|	1809	1560.5	402.747	9666.67
gi|213512664|ref|NR_024483.1|	650	401.5	144.552	13484.9
gi|213512645|ref|NR_024482.1|	356	107.5	27.4478	9563.32
gi|29029551|ref|NM_177405.1|	3071	2822.5	758.961	10071.5
gi|29029549|ref|NM_017424.2|	3947	3698.5	816.039	8264.06
gi|345525396|ref|NR_038398.2|	1915	1666.5	404	9079.97
gi|270132321|ref|NM_031413.3|	5760	5511.5	1159	7876.29
gi|13899341|ref|NM_031481.1|	2087	1838.5	330	6722.93
gi|87159815|ref|NM_001039366.1|	1340	1091.5	258.22	8860.82
gi|87159817|ref|NM_001039367.1|	1316	1067.5	270.904	9505.07
gi|87159814|ref|NM_001696.3|	1406	1157.5	391.877	12680.5
gi|398707252|ref|NM_015367.3|	5132	4883.5	2033.77	15598.3
gi|398775379|ref|NM_001270731.1|	5062	4813.5	948.626	7381.46
gi|398775908|ref|NM_001270734.1|	4918	4669.5	581.136	4661.39
gi|398775088|ref|NM_001270729.1|	4975	4726.5	1282.42	10162.5
gi|398775598|ref|NM_001270732.1|	4905	4656.5	1000.5	8047.57
gi|398777064|ref|NM_001270735.1|	4761	4512.5	770.279	6393.5
gi|398774965|ref|NM_001270728.1|	4797	4548.5	932.661	7680.05
gi|398774578|ref|NM_001270726.1|	4961	4712.5	1167.44	9278.79
gi|398774790|ref|NM_001270727.1|	4817	4568.5	751.053	6157.51
gi|398775209|ref|NM_001270730.1|	4804	4555.5	288.902	2375.33
gi|398776358|ref|NR_073068.1|	4730	4481.5	1036.76	8664.88
gi|398776655|ref|NR_073069.1|	4713	4464.5	1098.59	9216.58
gi|398774358|ref|NM_001270733.1|	4347	4098.5	972.866	8890.7
gi|347300409|ref|NM_001244567.1|	2128	1879.5	339.903	6773.62
gi|347300417|ref|NM_001244570.1|	1936	1687.5	349.331	7753.57
gi|347300412|ref|NM_197967.2|	2147	1898.5	206.929	4082.43
gi|347300415|ref|NM_001244569.1|	2006	1757.5	393.29	8381.58
gi|347300411|ref|NM_001196.3|	2217	1968.5	639.951	12176.4
gi|347300422|ref|NM_001244572.1|	2254	2005.5	357.267	6672.34
gi|347300421|ref|NM_197966.2|	2535	2286.5	546.329	8949.34
gi|301171814|ref|NR_036168.1|	80	1.82759	28	573837
gi|209862788|ref|NM_015241.2|	9471	9222.5	1671.4	6787.95
gi|170172517|ref|NM_001122731.1|	3384	3135.5	649.78	7761.89
gi|209862792|ref|NM_001136004.1|	8091	7842.5	1598.82	7635.8
