target_id	length	eff_length	est_counts	tpm
gi|424037187|ref|NR_073460.1|	725	476.289	276.991	43229.7
gi|424037186|ref|NR_073459.1|	746	497.289	0.00901514	1.34757
gi|209977002|ref|NM_001136213.1|	2037	1788.29	448	18622
gi|52546690|ref|NM_001005239.1|	981	732.289	170	17256.5
gi|51093856|ref|NM_014406.4|	2065	1816.29	382	15633.8
gi|40445391|ref|NR_001591.1|	1483	1234.29	327	19693.3
gi|338970360|ref|NR_040115.1|	1539	1290.29	370	21315.8
gi|103471990|ref|NM_175878.3|	1700	1451.29	399	20436.5
gi|151301122|ref|NR_003607.1|	1381	1132.29	270	17725.3
gi|83716020|ref|NM_001037814.1|	2630	2381.29	462	14421.7
gi|168229201|ref|NR_015352.1|	2726	2477.29	487	14613
gi|411147377|ref|NM_014339.6|	8608	8359.29	1826	16237.5
gi|251823729|ref|NM_001163079.1|	3979	3730.29	761.361	15171.7
gi|251823728|ref|NM_031890.3|	5043	4794.29	1112.64	17251.1
gi|51093854|ref|NM_017829.5|	1734	1485.29	285.781	14302.4
gi|51093855|ref|NM_033070.2|	1809	1560.29	469.219	22354.1
gi|213512664|ref|NR_024483.1|	650	401.289	138.801	25711.1
gi|213512645|ref|NR_024482.1|	356	107.289	40.1993	27851.6
gi|29029551|ref|NM_177405.1|	3071	2822.29	687.24	18100.6
gi|29029549|ref|NM_017424.2|	3947	3698.29	687.76	13823.7
gi|345525396|ref|NR_038398.2|	1915	1666.29	393	17531.9
gi|270132321|ref|NM_031413.3|	5760	5511.29	1107	14930.7
gi|13899341|ref|NM_031481.1|	2087	1838.29	416	16821.6
gi|87159815|ref|NM_001039366.1|	1340	1091.29	229.284	15617.8
gi|87159817|ref|NM_001039367.1|	1316	1067.29	257.19	17912.6
gi|87159814|ref|NM_001696.3|	1406	1157.29	315.526	20266.5
gi|398707252|ref|NM_015367.3|	5132	4883.29	2445.53	37226.1
gi|398775379|ref|NM_001270731.1|	5062	4813.29	848.647	13106.1
gi|398775908|ref|NM_001270734.1|	4918	4669.29	392.326	6245.73
gi|398775088|ref|NM_001270729.1|	4975	4726.29	957.343	15056.8
gi|398775598|ref|NM_001270732.1|	4905	4656.29	893.789	14268.6
gi|398777064|ref|NM_001270735.1|	4761	4512.29	704.694	11608.9
gi|398774965|ref|NM_001270728.1|	4797	4548.29	856.765	14002.3
gi|398774578|ref|NM_001270726.1|	4961	4712.29	1049.96	16562.5
gi|398774790|ref|NM_001270727.1|	4817	4568.29	859.899	13992
gi|398775209|ref|NM_001270730.1|	4804	4555.29	707.89	11551.5
gi|398776358|ref|NR_073068.1|	4730	4481.29	1024.71	16997.5
gi|398776655|ref|NR_073069.1|	4713	4464.29	1045.89	17414.9
gi|398774358|ref|NM_001270733.1|	4347	4098.29	976.554	17712.5
gi|347300409|ref|NM_001244567.1|	2128	1879.29	177.479	7020.05
gi|347300417|ref|NM_001244570.1|	1936	1687.29	469.579	20687.4
gi|347300412|ref|NM_197967.2|	2147	1898.29	378.748	14831.1
gi|347300415|ref|NM_001244569.1|	2006	1757.29	324.234	13715.2
gi|347300411|ref|NM_001196.3|	2217	1968.29	617.795	23331.5
gi|347300422|ref|NM_001244572.1|	2254	2005.29	349.874	12969.5
gi|347300421|ref|NM_197966.2|	2535	2286.29	645.29	20980.3
gi|301171814|ref|NR_036168.1|	80	7.23529	15	154107
gi|209862788|ref|NM_015241.2|	9471	9222.29	1973.43	15906.3
gi|170172517|ref|NM_001122731.1|	3384	3135.29	740.692	17560.9
gi|209862792|ref|NM_001136004.1|	8091	7842.29	1720.88	16311.6
