target_id	length	eff_length	est_counts	tpm
gi|424037187|ref|NR_073460.1|	725	476.837	362.991	43100.9
gi|424037186|ref|NR_073459.1|	746	497.837	0.00942868	1.07232
gi|209977002|ref|NM_001136213.1|	2037	1788.84	402	12723.8
gi|52546690|ref|NM_001005239.1|	981	732.837	184	14215.8
gi|51093856|ref|NM_014406.4|	2065	1816.84	419	13057.5
gi|40445391|ref|NR_001591.1|	1483	1234.84	303	13892.9
gi|338970360|ref|NR_040115.1|	1539	1290.84	254	11141
gi|103471990|ref|NM_175878.3|	1700	1451.84	395	15404.2
gi|151301122|ref|NR_003607.1|	1381	1132.84	301	15043.9
gi|83716020|ref|NM_001037814.1|	2630	2381.84	557	13240.5
gi|168229201|ref|NR_015352.1|	2726	2477.84	567	12956
gi|411147377|ref|NM_014339.6|	8608	8359.84	1675	11344.3
gi|251823729|ref|NM_001163079.1|	3979	3730.84	932.316	14148.7
gi|251823728|ref|NM_031890.3|	5043	4794.84	922.684	10895.3
gi|51093854|ref|NM_017829.5|	1734	1485.84	385.652	14695.5
gi|51093855|ref|NM_033070.2|	1809	1560.84	310.348	11257.8
gi|213512664|ref|NR_024483.1|	650	401.837	97.5093	13739.1
gi|213512645|ref|NR_024482.1|	356	107.837	58.4907	30710.1
gi|29029551|ref|NM_177405.1|	3071	2822.84	654.223	13122
gi|29029549|ref|NM_017424.2|	3947	3698.84	784.777	12012.7
gi|345525396|ref|NR_038398.2|	1915	1666.84	443	15047.7
gi|270132321|ref|NM_031413.3|	5760	5511.84	1171	12028.8
gi|13899341|ref|NM_031481.1|	2087	1838.84	414	12747.3
gi|87159815|ref|NM_001039366.1|	1340	1091.84	294.121	15252.1
gi|87159817|ref|NM_001039367.1|	1316	1067.84	230.474	12220.2
gi|87159814|ref|NM_001696.3|	1406	1157.84	385.405	18846.5
gi|398707252|ref|NM_015367.3|	5132	4883.84	1782	20658.8
gi|398775379|ref|NM_001270731.1|	5062	4813.84	1148.26	13505.4
gi|398775908|ref|NM_001270734.1|	4918	4669.84	777.095	9421.78
gi|398775088|ref|NM_001270729.1|	4975	4726.84	1015.42	12162.9
gi|398775598|ref|NM_001270732.1|	4905	4656.84	854.526	10389.5
gi|398777064|ref|NM_001270735.1|	4761	4512.84	591.027	7415.12
gi|398774965|ref|NM_001270728.1|	4797	4548.84	562.274	6998.55
gi|398774578|ref|NM_001270726.1|	4961	4712.84	936.877	11255.4
gi|398774790|ref|NM_001270727.1|	4817	4568.84	794.672	9847.89
gi|398775209|ref|NM_001270730.1|	4804	4555.84	891.852	11083.7
gi|398776358|ref|NR_073068.1|	4730	4481.84	973.425	12297.2
gi|398776655|ref|NR_073069.1|	4713	4464.84	991.061	12567.7
gi|398774358|ref|NM_001270733.1|	4347	4098.84	892.516	12328.7
gi|347300409|ref|NM_001244567.1|	2128	1879.84	78.5383	2365.49
gi|347300417|ref|NM_001244570.1|	1936	1687.84	416.706	13978.5
gi|347300412|ref|NM_197967.2|	2147	1898.84	422.759	12605.7
gi|347300415|ref|NM_001244569.1|	2006	1757.84	428.183	13791.5
gi|347300411|ref|NM_001196.3|	2217	1968.84	696.472	20028.8
gi|347300422|ref|NM_001244572.1|	2254	2005.84	455.024	12844
gi|347300421|ref|NM_197966.2|	2535	2286.84	555.317	13748.8
gi|301171814|ref|NR_036168.1|	80	4.63333	28	342157
gi|209862788|ref|NM_015241.2|	9471	9222.84	1881.76	11552.1
gi|170172517|ref|NM_001122731.1|	3384	3135.84	690.238	12462.5
gi|209862792|ref|NM_001136004.1|	8091	7842.84	1619	11687.9
