target_id	length	eff_length	est_counts	tpm
gi|424037187|ref|NR_073460.1|	725	476.328	255.991	37913
gi|424037186|ref|NR_073459.1|	746	497.328	0.00911887	1.29351
gi|209977002|ref|NM_001136213.1|	2037	1788.33	432	17041.5
gi|52546690|ref|NM_001005239.1|	981	732.328	187	18013.8
gi|51093856|ref|NM_014406.4|	2065	1816.33	324	12584.1
gi|40445391|ref|NR_001591.1|	1483	1234.33	325	18574.7
gi|338970360|ref|NR_040115.1|	1539	1290.33	306	16729.8
gi|103471990|ref|NM_175878.3|	1700	1451.33	358	17401.5
gi|151301122|ref|NR_003607.1|	1381	1132.33	247	15388.4
gi|83716020|ref|NM_001037814.1|	2630	2381.33	532	15760.2
gi|168229201|ref|NR_015352.1|	2726	2477.33	555	15804.5
gi|411147377|ref|NM_014339.6|	8608	8359.33	1795	15148.3
gi|251823729|ref|NM_001163079.1|	3979	3730.33	924.33	17480.4
gi|251823728|ref|NM_031890.3|	5043	4794.33	971.67	14297.5
gi|51093854|ref|NM_017829.5|	1734	1485.33	363.087	17244.8
gi|51093855|ref|NM_033070.2|	1809	1560.33	398.913	18035.7
gi|213512664|ref|NR_024483.1|	650	401.328	134.206	23590.7
gi|213512645|ref|NR_024482.1|	356	107.328	54.7944	36015.8
gi|29029551|ref|NM_177405.1|	3071	2822.33	615.811	15392.5
gi|29029549|ref|NM_017424.2|	3947	3698.33	825.189	15740.5
gi|345525396|ref|NR_038398.2|	1915	1666.33	396	16765
gi|270132321|ref|NM_031413.3|	5760	5511.33	1163	14886.5
gi|13899341|ref|NM_031481.1|	2087	1838.33	398	15273.2
gi|87159815|ref|NM_001039366.1|	1340	1091.33	255.264	16500.8
gi|87159817|ref|NM_001039367.1|	1316	1067.33	190.41	12585.3
gi|87159814|ref|NM_001696.3|	1406	1157.33	336.326	20500.9
gi|398707252|ref|NM_015367.3|	5132	4883.33	2156.21	31149.1
gi|398775379|ref|NM_001270731.1|	5062	4813.33	1019.66	14944.4
gi|398775908|ref|NM_001270734.1|	4918	4669.33	655.569	9904.53
gi|398775088|ref|NM_001270729.1|	4975	4726.33	1496.26	22333.4
gi|398775598|ref|NM_001270732.1|	4905	4656.33	1075.2	16289.7
gi|398777064|ref|NM_001270735.1|	4761	4512.33	641.514	10029.4
gi|398774965|ref|NM_001270728.1|	4797	4548.33	532.286	8255.87
gi|398774578|ref|NM_001270726.1|	4961	4712.33	641.286	9600.33
gi|398774790|ref|NM_001270727.1|	4817	4568.33	753.484	11635.5
gi|398775209|ref|NM_001270730.1|	4804	4555.33	483.389	7485.96
gi|398776358|ref|NR_073068.1|	4730	4481.33	1057.19	16642.5
gi|398776655|ref|NR_073069.1|	4713	4464.33	1118.55	17675.3
gi|398774358|ref|NM_001270733.1|	4347	4098.33	998.403	17185.8
gi|347300409|ref|NM_001244567.1|	2128	1879.33	394.794	14819.6
gi|347300417|ref|NM_001244570.1|	1936	1687.33	357.942	14965.2
gi|347300412|ref|NM_197967.2|	2147	1898.33	418.667	15558.5
gi|347300415|ref|NM_001244569.1|	2006	1757.33	304.948	12241.8
gi|347300411|ref|NM_001196.3|	2217	1968.33	520.86	18667.8
gi|347300422|ref|NM_001244572.1|	2254	2005.33	397.97	14000.2
gi|347300421|ref|NM_197966.2|	2535	2286.33	583.819	18014
gi|301171814|ref|NR_036168.1|	80	8.07692	23	200887
gi|209862788|ref|NM_015241.2|	9471	9222.33	1888.6	14446.7
gi|170172517|ref|NM_001122731.1|	3384	3135.33	615.853	13856.8
gi|209862792|ref|NM_001136004.1|	8091	7842.33	1638.55	14739.5
